abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,is_dual_type,density,phys_ratio,offensive_score,defensive_score,survivability,stat_variance,speed_tier,catch_tier,gender_cat
"['Snow Cloak', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0,80,5120,70,480,75.0,Snow Land Pokémon,70,1000000,1.3,70,Yukimenokoユキメノコ,Froslass,0.0,478,80,70,110,ice,ghost,26.6,4,0,1,15.74,0.5,90.0,70.0,70.0,240.0,Fast (90-110),Hard (31-75),Female-only
['Levitate'],0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,65,5120,70,520,45.0,Plasma Pokémon,107,1000000,0.3,50,Rotomロトム,Rotom,-1.0,479,105,107,86,electric,ghost,0.3,4,0,1,3.33,0.382,85.3,88.0,83.0,595.5,Medium (70-90),Hard (31-75),Genderless
['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,75,20480,140,580,3.0,Knowledge Pokémon,130,1250000,0.3,75,Yuxieユクシー,Uxie,-1.0,480,75,130,95,psychic,None,0.3,4,1,0,3.33,0.5,81.7,111.7,108.2,726.7,Fast (90-110),Legendary-tier (0-30),Genderless
['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,105,20480,140,580,3.0,Emotion Pokémon,105,1250000,0.3,80,Emritエムリット,Mesprit,-1.0,481,105,105,80,psychic,None,0.3,4,1,0,3.33,0.5,96.7,96.7,95.9,166.7,Medium (70-90),Legendary-tier (0-30),Genderless
['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,125,20480,140,580,3.0,Willpower Pokémon,70,1250000,0.3,75,Agnomeアグノム,Azelf,-1.0,482,125,70,115,psychic,None,0.3,4,1,0,3.33,0.5,121.7,71.7,71.6,766.7,Very Fast (110-150),Legendary-tier (0-30),Genderless
"['Pressure', 'Telepathy']",0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,120,30720,0,680,3.0,Temporal Pokémon,120,1250000,5.4,100,Dialgaディアルガ,Dialga,-1.0,483,150,100,90,steel,dragon,683.0,4,1,1,23.42,0.444,120.0,106.7,106.3,466.7,Medium (70-90),Legendary-tier (0-30),Genderless
"['Pressure', 'Telepathy']",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,120,30720,0,680,3.0,Spatial Pokémon,100,1250000,4.2,90,Palkiaパルキア,Palkia,-1.0,484,150,120,100,water,dragon,336.0,4,1,1,19.05,0.444,123.3,103.3,102.6,466.7,Fast (90-110),Legendary-tier (0-30),Genderless
"['Flash Fire', 'Flame Body']",0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0,90,2560,100,600,3.0,Lava Dome Pokémon,106,1250000,1.7,91,Heatranヒードラン,Heatran,50.0,485,130,106,77,fire,steel,430.0,4,1,1,148.79,0.409,99.0,101.0,100.7,336.4,Medium (70-90),Legendary-tier (0-30),Mixed
['Slow Start'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160,30720,0,670,3.0,Colossal Pokémon,110,1250000,3.7,110,Regigigasレジギガス,Regigigas,-1.0,486,80,110,100,normal,None,420.0,4,1,0,30.68,0.667,113.3,110.0,110.0,696.7,Fast (90-110),Legendary-tier (0-30),Genderless
"['Pressure', 'Telepathy', 'Levitate']",0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5,120,30720,0,680,3.0,Renegade Pokémon,100,1250000,4.5,150,Giratina (another Forme)ギラティナ,Giratina,-1.0,487,120,100,90,ghost,dragon,750.0,4,1,1,37.04,0.5,110.0,116.7,114.5,466.7,Medium (70-90),Legendary-tier (0-30),Genderless
['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,70,30720,100,600,3.0,Lunar Pokémon,120,1250000,1.5,120,Cresseliaクレセリア,Cresselia,0.0,488,75,130,85,psychic,None,85.6,4,1,0,38.04,0.483,76.7,123.3,123.2,690.0,Medium (70-90),Legendary-tier (0-30),Female-only
['Hydration'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,10240,70,480,30.0,Sea Drifter Pokémon,80,1250000,0.4,80,Phioneフィオネ,Phione,-1.0,489,80,80,80,water,None,3.1,4,0,0,19.37,0.5,80.0,80.0,80.0,0.0,Medium (70-90),Legendary-tier (0-30),Genderless
['Hydration'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,100,2560,70,600,3.0,Seafaring Pokémon,100,1250000,0.3,100,Manaphyマナフィ,Manaphy,-1.0,490,100,100,100,water,None,1.4,4,1,0,15.56,0.5,100.0,100.0,100.0,0.0,Fast (90-110),Legendary-tier (0-30),Genderless
['Bad Dreams'],2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90,30720,0,600,3.0,Pitch-Black Pokémon,90,1250000,1.5,70,Darkraiダークライ,Darkrai,-1.0,491,135,90,125,dark,None,50.5,4,1,0,22.44,0.4,116.7,83.3,82.8,610.0,Very Fast (110-150),Legendary-tier (0-30),Genderless
"['Natural Cure', 'Serene Grace']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,103,30720,100,600,45.0,Gratitude Pokémon,75,1059860,0.2,100,Shaymin (sky Forme)シェイミ,Shaymin,-1.0,492,120,75,127,grass,grass,2.1,4,1,1,52.5,0.462,116.7,83.3,82.5,477.6,Very Fast (110-150),Hard (31-75),Genderless
['Multitype'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,30720,0,720,3.0,Alpha Pokémon,120,1250000,3.2,120,Arceusアルセウス,Arceus,-1.0,493,120,120,120,normal,None,320.0,4,1,0,31.25,0.5,120.0,120.0,120.0,0.0,Very Fast (110-150),Legendary-tier (0-30),Genderless
['Victory Star'],1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,100,30720,100,600,3.0,Victory Pokémon,100,1250000,0.4,100,Victiniビクティニ,Victini,-1.0,494,100,100,100,psychic,fire,4.0,5,1,1,25.0,0.5,100.0,100.0,100.0,0.0,Fast (90-110),Legendary-tier (0-30),Genderless
"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45,5120,70,308,45.0,Grass Snake Pokémon,55,1059860,0.6,45,Tsutarjaツタージャ,Snivy,88.1,495,45,55,63,grass,None,8.1,5,0,0,22.5,0.5,51.0,51.7,51.4,56.7,Slow (50-70),Hard (31-75),Mixed
"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,5120,70,413,45.0,Grass Snake Pokémon,75,1059860,0.8,60,Janovyジャノビー,Servine,88.1,496,60,75,83,grass,None,16.0,5,0,0,25.0,0.5,67.7,70.0,69.6,102.2,Medium (70-90),Hard (31-75),Mixed
"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,75,5120,70,528,45.0,Regal Pokémon,95,1059860,3.3,75,Jalordaジャローダ,Serperior,88.1,497,75,95,113,grass,None,63.0,5,0,0,5.79,0.5,87.7,88.3,87.8,246.0,Very Fast (110-150),Hard (31-75),Mixed
"['Blaze', 'Thick Fat']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,63,5120,70,308,45.0,Fire Pig Pokémon,45,1059860,0.5,65,Pokabuポカブ,Tepig,88.1,498,45,45,45,fire,None,9.9,5,0,0,39.6,0.583,51.0,51.7,50.9,96.7,Very Slow (<50),Hard (31-75),Mixed
"['Blaze', 'Thick Fat']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,93,5120,70,418,45.0,Fire Pig Pokémon,55,1059860,1.0,90,Chaobooチャオブー,Pignite,88.1,499,70,55,55,fire,fighting,55.5,5,0,1,55.5,0.571,72.7,66.7,64.8,320.7,Slow (50-70),Hard (31-75),Mixed
"['Blaze', 'Reckless']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,123,5120,70,528,45.0,Mega Fire Pig Pokémon,65,1059860,1.6,110,Enbuohエンブオー,Emboar,88.1,500,100,65,65,fire,fighting,150.0,5,0,1,58.59,0.552,96.0,80.0,77.5,688.0,Slow (50-70),Hard (31-75),Mixed
"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,55,5120,70,308,45.0,Sea Otter Pokémon,45,1059860,0.5,55,Mijumaruミジュマル,Oshawott,88.1,501,63,45,45,water,None,5.9,5,0,0,23.6,0.466,54.3,48.3,48.1,56.7,Very Slow (<50),Hard (31-75),Mixed
"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,5120,70,413,45.0,Discipline Pokémon,60,1059860,0.8,75,Futachimaruフタチマル,Dewott,88.1,502,83,60,60,water,None,24.5,5,0,0,38.28,0.475,72.7,65.0,64.6,102.2,Slow (50-70),Hard (31-75),Mixed
"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,100,5120,70,528,45.0,Formidable Pokémon,85,1059860,1.5,95,Daikenkiダイケンキ,Samurott,88.1,503,108,70,70,water,None,94.6,5,0,0,42.04,0.481,92.7,83.3,82.7,250.0,Slow (50-70),Hard (31-75),Mixed
"['Run Away', 'Keen Eye', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,3840,70,255,255.0,Scout Pokémon,39,1000000,0.5,45,Minezumiミネズミ,Patrat,50.0,504,35,39,42,normal,None,11.6,5,0,0,46.4,0.611,44.0,41.0,40.9,48.7,Very Slow (<50),Easy (151-255),Mixed
"['Illuminate', 'Keen Eye', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,5120,70,420,255.0,Lookout Pokémon,69,1000000,1.1,60,Miruhogミルホッグ,Watchog,50.0,505,60,69,77,normal,None,27.0,5,0,0,22.31,0.586,74.0,66.0,65.9,95.2,Medium (70-90),Easy (151-255),Mixed
"['Vital Spirit', 'Pickup', 'Run Away']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,3840,70,275,255.0,Puppy Pokémon,45,1059860,0.4,45,Yorterrieヨーテリー,Lillipup,50.0,506,25,45,55,normal,None,4.1,5,0,0,25.62,0.706,46.7,45.0,45.0,144.2,Slow (50-70),Easy (151-255),Mixed
"['Intimidate', 'Sand Rush', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,3840,70,370,120.0,Loyal Dog Pokémon,65,1059860,0.9,65,Herderrieハーデリア,Herdier,50.0,507,35,65,60,normal,None,14.7,5,0,0,18.15,0.696,58.3,65.0,65.0,216.7,Slow (50-70),Medium (76-150),Mixed
"['Intimidate', 'Sand Rush', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,3840,70,500,45.0,Big-Hearted Pokémon,90,1059860,1.2,85,Moolandムーランド,Stoutland,50.0,508,45,90,80,normal,None,61.0,5,0,0,42.36,0.71,78.3,88.3,88.3,456.7,Medium (70-90),Hard (31-75),Mixed
"['Limber', 'Unburden', 'Prankster']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,50,5120,70,281,255.0,Devious Pokémon,37,1000000,0.4,41,Choronekoチョロネコ,Purrloin,50.0,509,50,37,66,dark,None,10.1,5,0,0,63.12,0.5,55.3,38.3,38.3,123.0,Slow (50-70),Easy (151-255),Mixed
"['Limber', 'Unburden', 'Prankster']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,88,5120,70,446,90.0,Cruel Pokémon,50,1000000,1.1,64,Lepardasレパルダス,Liepard,50.0,510,88,50,106,dark,None,37.5,5,0,0,30.99,0.5,94.0,54.7,54.3,533.5,Fast (90-110),Medium (76-150),Mixed
"['Gluttony', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,53,5120,70,316,190.0,Grass Monkey Pokémon,48,1000000,0.6,50,Yanappuヤナップ,Pansage,88.1,511,53,48,64,grass,None,10.5,5,0,0,29.17,0.5,56.7,48.7,48.7,35.9,Slow (50-70),Easy (151-255),Mixed
"['Gluttony', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,98,5120,70,498,75.0,Thorn Monkey Pokémon,63,1000000,1.1,75,Yanakkieヤナッキー,Simisage,88.1,512,98,63,101,grass,None,30.5,5,0,0,25.21,0.5,99.0,67.0,66.8,327.6,Fast (90-110),Hard (31-75),Mixed
"['Gluttony', 'Blaze']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,53,5120,70,316,190.0,High Temp Pokémon,48,1000000,0.6,50,Baoppuバオップ,Pansear,88.1,513,53,48,64,fire,None,11.0,5,0,0,30.56,0.5,56.7,48.7,48.7,35.9,Slow (50-70),Easy (151-255),Mixed
"['Gluttony', 'Blaze']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,98,5120,70,498,75.0,Ember Pokémon,63,1000000,1.0,75,Baokkieバオッキー,Simisear,88.1,514,98,63,101,fire,None,28.0,5,0,0,28.0,0.5,99.0,67.0,66.8,327.6,Fast (90-110),Hard (31-75),Mixed
"['Gluttony', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,53,5120,70,316,190.0,Spray Pokémon,48,1000000,0.6,50,Hiyappuヒヤップ,Panpour,88.1,515,53,48,64,water,None,13.5,5,0,0,37.5,0.5,56.7,48.7,48.7,35.9,Slow (50-70),Easy (151-255),Mixed
"['Gluttony', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,98,5120,70,498,75.0,Geyser Pokémon,63,1000000,1.0,75,Hiyakkieヒヤッキー,Simipour,88.1,516,98,63,101,water,None,29.0,5,0,0,29.0,0.5,99.0,67.0,66.8,327.6,Fast (90-110),Hard (31-75),Mixed
"['Forewarn', 'Synchronize', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25,2560,70,292,190.0,Dream Eater Pokémon,45,800000,0.6,76,Munnaムンナ,Munna,50.0,517,67,55,24,psychic,None,23.3,5,0,0,64.72,0.272,38.7,58.7,57.3,461.1,Very Slow (<50),Easy (151-255),Mixed
"['Forewarn', 'Synchronize', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55,2560,70,487,75.0,Drowsing Pokémon,85,800000,1.1,116,Musharnaムシャーナ,Musharna,50.0,518,107,95,29,psychic,None,60.5,5,0,0,50.0,0.34,63.7,98.7,97.8,1098.6,Very Slow (<50),Hard (31-75),Mixed
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,3840,70,264,255.0,Tiny Pigeon Pokémon,50,1059860,0.3,50,Mamepatoマメパト,Pidove,50.0,519,36,30,43,normal,flying,2.1,5,0,1,23.33,0.604,44.7,43.3,42.2,90.8,Very Slow (<50),Easy (151-255),Mixed
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,77,3840,70,358,120.0,Wild Pigeon Pokémon,62,1059860,0.6,62,Hatobohハトーボー,Tranquill,50.0,520,50,42,65,normal,flying,15.0,5,0,1,41.67,0.606,64.0,55.3,54.5,149.1,Slow (50-70),Medium (76-150),Mixed
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,115,3840,70,488,45.0,Proud Pokémon,80,1059860,1.2,80,Kenhallowケンホロウ,Unfezant,50.0,521,65,55,93,normal,flying,29.0,5,0,1,20.14,0.639,91.0,71.7,70.6,446.7,Fast (90-110),Hard (31-75),Mixed
"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,60,5120,70,295,190.0,Electrified Pokémon,32,1000000,0.8,45,Shimamaシママ,Blitzle,50.0,522,50,32,76,electric,None,29.8,5,0,0,46.56,0.545,62.0,36.3,35.9,289.0,Medium (70-90),Easy (151-255),Mixed
"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,100,5120,70,497,75.0,Thunderbolt Pokémon,63,1000000,1.6,75,Zebraikaゼブライカ,Zebstrika,50.0,523,80,63,116,electric,None,79.5,5,0,0,31.05,0.556,98.7,67.0,66.8,450.2,Very Fast (110-150),Hard (31-75),Mixed
"['Sturdy', 'Weak Armor', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,75,3840,70,280,255.0,Mantle Pokémon,85,1059860,0.4,55,Dangoroダンゴロ,Roggenrola,50.0,524,25,25,15,rock,None,18.0,5,0,0,112.5,0.75,38.3,55.0,48.9,856.7,Very Slow (<50),Easy (151-255),Mixed
"['Sturdy', 'Weak Armor', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,105,3840,70,390,120.0,Ore Pokémon,105,1059860,0.9,70,Gantleガントル,Boldore,50.0,525,50,40,20,rock,None,102.0,5,0,0,125.93,0.677,58.3,71.7,66.5,1220.0,Very Slow (<50),Medium (76-150),Mixed
"['Sturdy', 'Sand Stream', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,135,3840,70,515,45.0,Compressed Pokémon,130,1059860,1.7,85,Gigaiathギガイアス,Gigalith,50.0,526,60,80,25,rock,None,260.0,5,0,0,89.97,0.692,73.3,98.3,96.0,1754.2,Very Slow (<50),Hard (31-75),Mixed
"['Unaware', 'Klutz', 'Simple']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,45,3840,70,323,190.0,Bat Pokémon,43,1000000,0.4,65,Koromoriコロモリ,Woobat,50.0,527,55,43,72,psychic,flying,2.1,5,0,1,13.12,0.45,57.3,50.3,49.3,153.8,Medium (70-90),Easy (151-255),Mixed
"['Unaware', 'Klutz', 'Simple']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,57,3840,70,425,45.0,Courting Pokémon,55,1000000,0.9,67,Kokoromoriココロモリ,Swoobat,50.0,528,77,55,114,psychic,flying,10.5,5,0,1,12.96,0.425,82.7,59.0,58.7,521.8,Very Fast (110-150),Hard (31-75),Mixed
"['Sand Rush', 'Sand Force', 'Mold Breaker']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,85,5120,70,328,120.0,Mole Pokémon,40,1000000,0.3,60,Mogurewモグリュー,Drilbur,50.0,529,30,45,68,ground,None,8.5,5,0,0,94.44,0.739,61.0,48.3,47.6,408.7,Slow (50-70),Medium (76-150),Mixed
"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,135,5120,70,508,60.0,Subterrene Pokémon,60,1000000,0.7,110,Doryuzuドリュウズ,Excadrill,50.0,530,50,65,88,ground,steel,40.4,5,0,1,82.45,0.73,91.0,78.3,75.4,1076.7,Medium (70-90),Hard (31-75),Mixed
"['Healer', 'Regenerator', 'Klutz']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,5120,70,545,255.0,Hearing Pokémon,126,800000,1.1,103,Tabunneタブンネ,Audino,50.0,531,80,126,50,normal,None,31.0,5,0,0,25.62,0.429,63.3,118.3,117.8,1071.4,Very Slow (<50),Easy (151-255),Mixed
"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,80,5120,70,305,180.0,Muscular Pokémon,55,1059860,0.6,75,Dokkorerドッコラー,Timburr,75.4,532,25,35,35,fighting,None,12.5,5,0,0,34.72,0.762,46.7,55.0,52.5,524.2,Very Slow (<50),Easy (151-255),Mixed
"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,105,5120,70,405,90.0,Muscular Pokémon,85,1059860,1.2,85,Dotekkotsuドテッコツ,Gurdurr,75.4,533,40,50,40,fighting,None,40.0,5,0,0,27.78,0.724,61.7,73.3,71.2,767.5,Very Slow (<50),Medium (76-150),Mixed
"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,140,5120,70,505,45.0,Muscular Pokémon,95,1059860,1.4,105,Roubushinローブシン,Conkeldurr,75.4,534,55,65,45,fighting,None,87.0,5,0,0,44.39,0.718,80.0,88.3,86.6,1284.2,Very Slow (<50),Hard (31-75),Mixed
"['Swift Swim', 'Hydration', 'Water Absorb']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,50,5120,70,294,255.0,Tadpole Pokémon,40,1059860,0.5,50,Otamaroオタマロ,Tympole,50.0,535,50,40,64,water,None,4.5,5,0,0,18.0,0.5,54.7,43.3,43.1,78.0,Slow (50-70),Easy (151-255),Mixed
"['Swift Swim', 'Hydration', 'Water Absorb']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,65,5120,70,384,120.0,Vibration Pokémon,55,1059860,0.8,75,Gamagaruガマガル,Palpitoad,50.0,536,65,55,69,water,ground,17.0,5,0,1,26.56,0.5,66.3,61.7,61.0,62.0,Slow (50-70),Medium (76-150),Mixed
"['Swift Swim', 'Poison Touch', 'Water Absorb']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,95,5120,70,509,45.0,Vibration Pokémon,75,1059860,1.5,105,Gamagerogeガマゲロゲ,Seismitoad,50.0,537,85,75,74,water,ground,62.0,5,0,1,27.56,0.528,84.7,85.0,83.9,164.2,Medium (70-90),Hard (31-75),Mixed
"['Guts', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,100,5120,70,465,45.0,Judo Pokémon,85,1000000,1.3,120,Nagekiナゲキ,Throh,100.0,538,30,85,45,fighting,None,55.5,5,0,0,32.84,0.769,58.3,96.7,95.4,1147.5,Very Slow (<50),Hard (31-75),Male-only
"['Sturdy', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125,5120,70,465,45.0,Karate Pokémon,75,1000000,1.4,75,Dagekiダゲキ,Sawk,100.0,539,30,75,85,fighting,None,51.0,5,0,0,26.02,0.806,80.0,75.0,75.0,917.5,Medium (70-90),Hard (31-75),Male-only
